nom produit,numero AMM,Substances actives,identifiant usage,etat usage,dose retenue,dose retenue unite,delai avant recolte jour
MADISON,2100057,prothioconazole (Prothioconazole) 175.0 g/L | trifloxystrobine (Trifloxystrobin) 88.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,1.0,L/ha,
MADISON,2100057,prothioconazole (Prothioconazole) 175.0 g/L | trifloxystrobine (Trifloxystrobin) 88.0 g/L,Blé*Trt Part.Aer.*Fusariose à microdochium,Autorisé,1.0,L/ha,
MYCOSTOP,2140208,Streptomyces souche K61 (Streptomyces K61 (formerly S. griseoviridis)) 500000000 UFC/g,Maïs doux*Trt Sem. Plants*Champignons (pythiacées),Autorisé,8.0,g/kg,
MYCOSTOP,2140208,Streptomyces souche K61 (Streptomyces K61 (formerly S. griseoviridis)) 500000000 UFC/g,Porte graine - Maïs*Trt Sem. Plants*Champignons (pythiacées),Autorisé,8.0,g/kg,
KAMBA 480 SL,2180271,dicamba (Dicamba) 480.0 g/L,Maïs*Désherbage,Autorisé,0.6,L/ha,
KAMBA 480 SL,2180271,dicamba (Dicamba) 480.0 g/L,Maïs*Désherbage,Autorisé,0.5,L/ha,
ARCADIS SC,2150626,mésotrione (Mesotrione) 100.0 g/L,Maïs*Désherbage,Autorisé,1.5,L/ha,
ARCADIS SC,2150626,mésotrione (Mesotrione) 100.0 g/L,Maïs doux*Désherbage,Autorisé,0.75,L/ha,42.0
MONSOON ACTIVE,2130164,thiencarbazone-méthyl (Thiencarbazone) 10.0 g/L | foramsulfuron (Foramsulfuron) 30.0 g/L | cyprosulfamide (Cyprosulfamide) 15.0 g/L,Maïs*Désherbage,Autorisé,1.5,L/ha,
C5 FLEX,2030342,chlorure de chlorméquat (Chlormequat) 460.0 g/L,Blé*Trt Part.Aer.*Régul. Croiss. Org. Aériens,Autorisé,3.3,L/ha,
C5 FLEX,2030342,chlorure de chlorméquat (Chlormequat) 460.0 g/L,Blé*Trt Part.Aer.*Régul. Croiss. Org. Aériens,Autorisé,2.0,L/ha,
C3-CHOC,9300040,chlorure de chlorméquat (Chlormequat) 460.0 g/L,Blé*Trt Part.Aer.*Régul. Croiss. Org. Aériens,Autorisé,2.0,L/ha,
AGRICHEM MECOPROP-P 600 SL,2130011,mécoprop-P (Mecoprop-P) 600.0 g/L,Orge*Désherbage,Autorisé,1.33,L/ha,
AGRICHEM MECOPROP-P 600 SL,2130011,mécoprop-P (Mecoprop-P) 600.0 g/L,Orge*Désherbage,Autorisé,1.33,L/ha,
AGRICHEM MECOPROP-P 600 SL,2130011,mécoprop-P (Mecoprop-P) 600.0 g/L,Blé*Désherbage,Autorisé,1.33,L/ha,
AGRICHEM MECOPROP-P 600 SL,2130011,mécoprop-P (Mecoprop-P) 600.0 g/L,Blé*Désherbage,Autorisé,1.33,L/ha,
EMCEE,2190461,MCPA (MCPA) 750.0 g/L,Orge*Désherbage,Autorisé,1.0,L/ha,
EMCEE,2190461,MCPA (MCPA) 750.0 g/L,Orge*Désherbage,Autorisé,1.0,L/ha,
EMCEE,2190461,MCPA (MCPA) 750.0 g/L,Blé*Désherbage,Autorisé,1.0,L/ha,
EMCEE,2190461,MCPA (MCPA) 750.0 g/L,Blé*Désherbage,Autorisé,1.0,L/ha,
EVEREST,2200272,éthéphon (Ethephon) 480.0 g/L,Orge*Trt Part.Aer.*Régul. Croiss. Org. Aériens,Autorisé,0.75,L/ha,
EVEREST,2200272,éthéphon (Ethephon) 480.0 g/L,Orge*Trt Part.Aer.*Régul. Croiss. Org. Aériens,Autorisé,1.0,L/ha,
EVEREST,2200272,éthéphon (Ethephon) 480.0 g/L,Blé*Trt Part.Aer.*Régul. Croiss. Org. Aériens,Autorisé,0.6,L/ha,
EVEREST,2200272,éthéphon (Ethephon) 480.0 g/L,Blé*Trt Part.Aer.*Régul. Croiss. Org. Aériens,Autorisé,1.0,L/ha,
ANL-F004,2190264,hydrogénocarbonate de potassium (Potassium hydrogen carbonate) 850.0 g/kg,Blé*Trt Part.Aer.*Fusarioses,Autorisé,5.0,kg/ha,
ANL-F004,2190264,hydrogénocarbonate de potassium (Potassium hydrogen carbonate) 850.0 g/kg,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,5.0,kg/ha,
ANL-F004,2190264,hydrogénocarbonate de potassium (Potassium hydrogen carbonate) 850.0 g/kg,Blé*Trt Part.Aer.*Rouille(s),Autorisé,5.0,kg/ha,
COPASTAR,2180733,azoxystrobine (Azoxystrobin) 250.0 g/L,Maïs*Trt Part.Aer.*Maladies des taches foliaires,Autorisé,1.0,L/ha,
COPASTAR,2180733,azoxystrobine (Azoxystrobin) 250.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
COPASTAR,2180733,azoxystrobine (Azoxystrobin) 250.0 g/L,Maïs*Trt Sol*Champignons (autres que pythiacées),Autorisé,1.0,L/ha,
COPASTAR,2180733,azoxystrobine (Azoxystrobin) 250.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,1.0,L/ha,
COPASTAR,2180733,azoxystrobine (Azoxystrobin) 250.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,1.0,L/ha,
COPASTAR,2180733,azoxystrobine (Azoxystrobin) 250.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
CLYDE,2210142,florasulame (Florasulam) 250.0 g/kg,Orge*Désherbage,Autorisé,25.0,g/ha,
CLYDE,2210142,florasulame (Florasulam) 250.0 g/kg,Orge*Désherbage,Autorisé,25.0,g/ha,
CLYDE,2210142,florasulame (Florasulam) 250.0 g/kg,Blé*Désherbage,Autorisé,25.0,g/ha,
CLYDE,2210142,florasulame (Florasulam) 250.0 g/kg,Blé*Désherbage,Autorisé,25.0,g/ha,
CLEAVE,2200028,florasulame (Florasulam) 2.5 g/L | fluroxypyr-méptyl (Fluroxypyr) 144.0 g/L,Orge*Désherbage,Autorisé,1.8,L/ha,
CLEAVE,2200028,florasulame (Florasulam) 2.5 g/L | fluroxypyr-méptyl (Fluroxypyr) 144.0 g/L,Orge*Désherbage,Autorisé,1.8,L/ha,
CLEAVE,2200028,florasulame (Florasulam) 2.5 g/L | fluroxypyr-méptyl (Fluroxypyr) 144.0 g/L,Orge*Désherbage,Autorisé,1.8,L/ha,
CLEAVE,2200028,florasulame (Florasulam) 2.5 g/L | fluroxypyr-méptyl (Fluroxypyr) 144.0 g/L,Blé*Désherbage,Autorisé,1.8,L/ha,
CLEAVE,2200028,florasulame (Florasulam) 2.5 g/L | fluroxypyr-méptyl (Fluroxypyr) 144.0 g/L,Blé*Désherbage,Autorisé,1.8,L/ha,
CLEAVE,2200028,florasulame (Florasulam) 2.5 g/L | fluroxypyr-méptyl (Fluroxypyr) 144.0 g/L,Blé*Désherbage,Autorisé,1.8,L/ha,
CLEAVE,2200028,florasulame (Florasulam) 2.5 g/L | fluroxypyr-méptyl (Fluroxypyr) 144.0 g/L,Blé*Désherbage,Autorisé,1.8,L/ha,
AUSTRAL PLUS NET,2140078,téfluthrine (Tefluthrin) 40.0 g/L | fludioxonil (Fludioxonil) 10.0 g/L,Orge*Trt Sem.*Champignons (autres que pythiacées),Autorisé,0.5,L/q,
AUSTRAL PLUS NET,2140078,téfluthrine (Tefluthrin) 40.0 g/L | fludioxonil (Fludioxonil) 10.0 g/L,Blé*Trt Sem.*Champignons (autres que pythiacées),Autorisé,0.5,L/q,
UNICORN DF,2160705,soufre (Sulphur) 700.0 g/kg | tébuconazole (Tebuconazole) 45.0 g/kg,Blé*Trt Part.Aer.*Fusarioses,Autorisé,5.0,kg/ha,35.0
UNICORN DF,2160705,soufre (Sulphur) 700.0 g/kg | tébuconazole (Tebuconazole) 45.0 g/kg,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,5.0,kg/ha,35.0
UNICORN DF,2160705,soufre (Sulphur) 700.0 g/kg | tébuconazole (Tebuconazole) 45.0 g/kg,Blé*Trt Part.Aer.*Rouille(s),Autorisé,5.0,kg/ha,35.0
UNICORN DF,2160705,soufre (Sulphur) 700.0 g/kg | tébuconazole (Tebuconazole) 45.0 g/kg,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,5.0,kg/ha,35.0
VIP,9600273,cloquintocet-mexyl (Cloquintocet mexyl) 20.0 g/L | clodinafop-propargyl (Clodinafop) 80.0 g/L,Blé*Désherbage,Autorisé,0.6,L/ha,42.0
FEZAN,2120208,tébuconazole (Tebuconazole) 250.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,1.0,L/ha,35.0
FEZAN,2120208,tébuconazole (Tebuconazole) 250.0 g/L,Orge*Trt Part.Aer.*Oïdium(s),Autorisé,1.0,L/ha,35.0
FEZAN,2120208,tébuconazole (Tebuconazole) 250.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,1.0,L/ha,35.0
FEZAN,2120208,tébuconazole (Tebuconazole) 250.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,35.0
FEZAN,2120208,tébuconazole (Tebuconazole) 250.0 g/L,Blé*Trt Part.Aer.*Fusarioses,Autorisé,1.0,L/ha,35.0
FEZAN,2120208,tébuconazole (Tebuconazole) 250.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,1.0,L/ha,35.0
FEZAN,2120208,tébuconazole (Tebuconazole) 250.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,35.0
FEZAN,2120208,tébuconazole (Tebuconazole) 250.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,1.0,L/ha,35.0
KEYNYL,2210059,fluroxypyr-méptyl (Fluroxypyr) 288.0 g/L,Maïs*Désherbage,Autorisé,1.0,L/ha,
KEYNYL,2210059,fluroxypyr-méptyl (Fluroxypyr) 288.0 g/L,Orge*Désherbage,Autorisé,1.0,L/ha,
KEYNYL,2210059,fluroxypyr-méptyl (Fluroxypyr) 288.0 g/L,Blé*Désherbage,Autorisé,1.0,L/ha,
AURORA 40 WG,2010537,carfentrazone-éthyl (Carfentrazone-ethyl) 400.0 g/kg,Orge*Désherbage,Autorisé,0.05,kg/ha,60.0
AURORA 40 WG,2010537,carfentrazone-éthyl (Carfentrazone-ethyl) 400.0 g/kg,Blé*Désherbage,Autorisé,0.05,kg/ha,60.0
BORDER,2160312,mésotrione (Mesotrione) 100.0 g/L,Maïs*Désherbage,Autorisé,1.5,L/ha,
RIZA,2150279,tébuconazole (Tebuconazole) 200.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,1.25,L/ha,35.0
RIZA,2150279,tébuconazole (Tebuconazole) 200.0 g/L,Orge*Trt Part.Aer.*Oïdium(s),Autorisé,1.25,L/ha,35.0
RIZA,2150279,tébuconazole (Tebuconazole) 200.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,1.25,L/ha,35.0
RIZA,2150279,tébuconazole (Tebuconazole) 200.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,1.25,L/ha,35.0
RIZA,2150279,tébuconazole (Tebuconazole) 200.0 g/L,Orge*Trt Part.Aer.*Fusarioses,Autorisé,1.25,L/ha,35.0
RIZA,2150279,tébuconazole (Tebuconazole) 200.0 g/L,Blé*Trt Part.Aer.*Fusarioses,Autorisé,1.25,L/ha,35.0
RIZA,2150279,tébuconazole (Tebuconazole) 200.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,1.25,L/ha,35.0
RIZA,2150279,tébuconazole (Tebuconazole) 200.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.25,L/ha,35.0
RIZA,2150279,tébuconazole (Tebuconazole) 200.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,1.25,L/ha,35.0
CERALL,2080056,Pseudomonas chlororaphis MA342 (Pseudomonas chlororaphis MA342) 204.0 g/L,Blé*Trt Sem.*Champignons (autres que pythiacées),Autorisé,10.0,mL/kg,
CELIO,9100645,clodinafop-propargyl (Clodinafop) 100.0 g/L | cloquintocet-mexyl (Cloquintocet mexyl) 25.0 g/L,Blé*Désherbage,Autorisé,0.6,L/ha,42.0
TIKANO 50 EC,2161028,Quizalofop-P-ethyl (Quizalofop-P-ethyl) 50.0 g/L,Tournesol*Désherbage,Autorisé,1.2,L/ha,90.0
FENOVA SUPER,2110077,fénoxaprop-P-éthyle (Fenoxaprop-P) 69.0 g/L | cloquintocet-mexyl (Cloquintocet mexyl) 34.5 g/L,Orge*Désherbage,Autorisé,1.0,L/ha,
FENOVA SUPER,2110077,fénoxaprop-P-éthyle (Fenoxaprop-P) 69.0 g/L | cloquintocet-mexyl (Cloquintocet mexyl) 34.5 g/L,Blé*Désherbage,Autorisé,1.0,L/ha,
FENOVA SUPER,2110077,fénoxaprop-P-éthyle (Fenoxaprop-P) 69.0 g/L | cloquintocet-mexyl (Cloquintocet mexyl) 34.5 g/L,Blé*Désherbage,Autorisé,1.0,L/ha,
FENOVA SUPER,2110077,fénoxaprop-P-éthyle (Fenoxaprop-P) 69.0 g/L | cloquintocet-mexyl (Cloquintocet mexyl) 34.5 g/L,Blé*Désherbage,Autorisé,1.2,L/ha,
FENOVA SUPER,2110077,fénoxaprop-P-éthyle (Fenoxaprop-P) 69.0 g/L | cloquintocet-mexyl (Cloquintocet mexyl) 34.5 g/L,Blé*Désherbage,Autorisé,1.2,L/ha,
FENOVA SUPER,2110077,fénoxaprop-P-éthyle (Fenoxaprop-P) 69.0 g/L | cloquintocet-mexyl (Cloquintocet mexyl) 34.5 g/L,Blé*Désherbage,Autorisé,1.2,L/ha,
BUZZ ULTRA DF,2161082,tébuconazole (Tebuconazole) 750.0 g/kg,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,0.33,kg/ha,35.0
BUZZ ULTRA DF,2161082,tébuconazole (Tebuconazole) 750.0 g/kg,Blé*Trt Part.Aer.*Rouille(s),Autorisé,0.33,kg/ha,35.0
BUZZ ULTRA DF,2161082,tébuconazole (Tebuconazole) 750.0 g/kg,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,0.33,kg/ha,35.0
DIFLANIL SD,2150125,diflufénicanil (Diflufenican) 500.0 g/L,Orge*Désherbage,Autorisé,0.25,L/ha,
DIFLANIL SD,2150125,diflufénicanil (Diflufenican) 500.0 g/L,Blé*Désherbage,Autorisé,0.375,L/ha,
DIFLANIL SD,2150125,diflufénicanil (Diflufenican) 500.0 g/L,Blé*Désherbage,Autorisé,0.25,L/ha,
BELCOCEL,9400536,chlorure de chlorméquat (Chlormequat) 460.0 g/L,Blé*Trt Part.Aer.*Régul. Croiss. Org. Aériens,Autorisé,2.0,L/ha,
COLT,2180619,aclonifène (Aclonifen) 600.0 g/L,Tournesol*Désherbage,Autorisé,4.5,L/ha,
ARKTIS,2180318,florasulame (Florasulam) 5.0 g/L | bifénox (Bifenox) 480.0 g/L,Orge*Désherbage,Autorisé,1.0,L/ha,
ARKTIS,2180318,florasulame (Florasulam) 5.0 g/L | bifénox (Bifenox) 480.0 g/L,Orge*Désherbage,Autorisé,1.5,L/ha,
ARKTIS,2180318,florasulame (Florasulam) 5.0 g/L | bifénox (Bifenox) 480.0 g/L,Orge*Désherbage,Autorisé,1.5,L/ha,
ARKTIS,2180318,florasulame (Florasulam) 5.0 g/L | bifénox (Bifenox) 480.0 g/L,Blé*Désherbage,Autorisé,1.5,L/ha,
ARKTIS,2180318,florasulame (Florasulam) 5.0 g/L | bifénox (Bifenox) 480.0 g/L,Blé*Désherbage,Autorisé,1.0,L/ha,
ARKTIS,2180318,florasulame (Florasulam) 5.0 g/L | bifénox (Bifenox) 480.0 g/L,Blé*Désherbage,Autorisé,1.5,L/ha,
PREPPER,2190559,fludioxonil (Fludioxonil) 25.0 g/L,Orge*Trt Sem.*Champignons (autres que pythiacées),Autorisé,0.2,L/q,
PREPPER,2190559,fludioxonil (Fludioxonil) 25.0 g/L,Blé*Trt Sem.*Champignons (autres que pythiacées),Autorisé,0.2,L/q,
ATHLET,8700118,bifénox (Bifenox) 200.0 g/L | Chlortoluron (Chlorotoluron) 500.0 g/L,Orge*Désherbage,Autorisé,3.6,L/ha,
ATHLET,8700118,bifénox (Bifenox) 200.0 g/L | Chlortoluron (Chlorotoluron) 500.0 g/L,Blé*Désherbage,Autorisé,3.6,L/ha,
FLUNID,2160793,diflufénicanil (Diflufenican) 500.0 g/L,Orge*Désherbage,Autorisé,0.25,L/ha,
FLUNID,2160793,diflufénicanil (Diflufenican) 500.0 g/L,Blé*Désherbage,Autorisé,0.25,L/ha,
FLUNID,2160793,diflufénicanil (Diflufenican) 500.0 g/L,Blé*Désherbage,Autorisé,0.375,L/ha,
ALLIANCE WG,2110082,metsulfuron-méthyl (Metsulfuron-methyl) 60.0 g/kg | diflufénicanil (Diflufenican) 600.0 g/kg,Orge*Désherbage,Autorisé,75.0,g/ha,
ALLIANCE WG,2110082,metsulfuron-méthyl (Metsulfuron-methyl) 60.0 g/kg | diflufénicanil (Diflufenican) 600.0 g/kg,Orge*Désherbage,Autorisé,50.0,g/ha,
ALLIANCE WG,2110082,metsulfuron-méthyl (Metsulfuron-methyl) 60.0 g/kg | diflufénicanil (Diflufenican) 600.0 g/kg,Blé*Désherbage,Autorisé,75.0,g/ha,
ALLIANCE WG,2110082,metsulfuron-méthyl (Metsulfuron-methyl) 60.0 g/kg | diflufénicanil (Diflufenican) 600.0 g/kg,Blé*Désherbage,Autorisé,50.0,g/ha,
APRON XL,2000122,métalaxyl-M (Metalaxyl-M) 339.2 g/L,Porte graine - Maïs*Trt Sem. Plants*Champignons (pythiacées),Autorisé,0.15,L/q,
APRON XL,2000122,métalaxyl-M (Metalaxyl-M) 339.2 g/L,Tournesol*Trt Sem.*Champignons (pythiacées),Autorisé,0.3,L/q,
ARPEGE EW,9500579,tétraconazole (Tetraconazole) 125.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,1.0,L/ha,
ARPEGE EW,9500579,tétraconazole (Tetraconazole) 125.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
ARPEGE EW,9500579,tétraconazole (Tetraconazole) 125.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,1.0,L/ha,
KING 25 EW,2170032,tébuconazole (Tebuconazole) 250.0 g/L,Orge*Trt Part.Aer.*Oïdium(s),Autorisé,1.0,L/ha,
KING 25 EW,2170032,tébuconazole (Tebuconazole) 250.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
KING 25 EW,2170032,tébuconazole (Tebuconazole) 250.0 g/L,Blé*Trt Part.Aer.*Fusarioses,Autorisé,1.0,L/ha,
KING 25 EW,2170032,tébuconazole (Tebuconazole) 250.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,1.0,L/ha,
KING 25 EW,2170032,tébuconazole (Tebuconazole) 250.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
FLORABUST,2211106,florasulame (Florasulam) 250.0 g/kg,Orge*Désherbage,Autorisé,25.0,g/ha,
FLORABUST,2211106,florasulame (Florasulam) 250.0 g/kg,Orge*Désherbage,Autorisé,25.0,g/ha,
FLORABUST,2211106,florasulame (Florasulam) 250.0 g/kg,Blé*Désherbage,Autorisé,25.0,g/ha,
FLORABUST,2211106,florasulame (Florasulam) 250.0 g/kg,Blé*Désherbage,Autorisé,25.0,g/ha,
PROFI TRINEX 250 ME,2200532,trinéxapac-éthyl (Trinexapac) 250.0 g/L,Orge*Trt Part.Aer.*Régul. Croiss. Org. Aériens,Autorisé,0.8,L/ha,
PROFI TRINEX 250 ME,2200532,trinéxapac-éthyl (Trinexapac) 250.0 g/L,Orge*Trt Part.Aer.*Régul. Croiss. Org. Aériens,Autorisé,0.6,L/ha,
PROFI TRINEX 250 ME,2200532,trinéxapac-éthyl (Trinexapac) 250.0 g/L,Blé*Trt Part.Aer.*Régul. Croiss. Org. Aériens,Autorisé,0.5,L/ha,
DICASH,2171058,dicamba sel de sodium et de potassium (Dicamba) 480.0 g/L,Maïs*Désherbage,Autorisé,0.6,L/ha,
NICOSH 4% SC,2130252,nicosulfuron (Nicosulfuron) 40.0 g/L,Maïs*Désherbage,Autorisé,1.5,L/ha,
LYSKAMM 500 SC,2171344,diflufénicanil (Diflufenican) 500.0 g/L,Orge*Désherbage,Autorisé,0.125,L/ha,
LYSKAMM 500 SC,2171344,diflufénicanil (Diflufenican) 500.0 g/L,Orge*Désherbage,Autorisé,0.25,L/ha,
LYSKAMM 500 SC,2171344,diflufénicanil (Diflufenican) 500.0 g/L,Blé*Désherbage,Autorisé,0.25,L/ha,
PROFI PTZ 250 EC,2210452,prothioconazole (Prothioconazole) 250.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,0.8,L/ha,35.0
PROFI PTZ 250 EC,2210452,prothioconazole (Prothioconazole) 250.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,0.8,L/ha,35.0
PROFI PTZ 250 EC,2210452,prothioconazole (Prothioconazole) 250.0 g/L,Orge*Trt Part.Aer.*Piétin verse,Autorisé,0.8,L/ha,35.0
PROFI PTZ 250 EC,2210452,prothioconazole (Prothioconazole) 250.0 g/L,Orge*Trt Part.Aer.*Oïdium(s),Autorisé,0.8,L/ha,35.0
PROFI PTZ 250 EC,2210452,prothioconazole (Prothioconazole) 250.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,0.8,L/ha,35.0
PROFI PTZ 250 EC,2210452,prothioconazole (Prothioconazole) 250.0 g/L,Orge*Trt Part.Aer.*Fusarioses,Autorisé,0.8,L/ha,35.0
PROFI PTZ 250 EC,2210452,prothioconazole (Prothioconazole) 250.0 g/L,Blé*Trt Part.Aer.*Fusarioses,Autorisé,0.8,L/ha,
PROFI PTZ 250 EC,2210452,prothioconazole (Prothioconazole) 250.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,0.8,L/ha,
PROFI PTZ 250 EC,2210452,prothioconazole (Prothioconazole) 250.0 g/L,Blé*Trt Part.Aer.*Piétin verse,Autorisé,0.8,L/ha,
PROFI PTZ 250 EC,2210452,prothioconazole (Prothioconazole) 250.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,0.8,L/ha,
PROFI PTZ 250 EC,2210452,prothioconazole (Prothioconazole) 250.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,0.8,L/ha,
AZAKA,2160695,azoxystrobine (Azoxystrobin) 250.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
AZAKA,2160695,azoxystrobine (Azoxystrobin) 250.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,1.0,L/ha,
AZAKA,2160695,azoxystrobine (Azoxystrobin) 250.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,1.0,L/ha,
AZAKA,2160695,azoxystrobine (Azoxystrobin) 250.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,1.0,L/ha,
AZAKA,2160695,azoxystrobine (Azoxystrobin) 250.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
AZAKA,2160695,azoxystrobine (Azoxystrobin) 250.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,1.0,L/ha,
AZAKA,2160695,azoxystrobine (Azoxystrobin) 250.0 g/L,Blé*Trt Part.Aer.*Helminthosporiose,Autorisé,1.0,L/ha,
AZAKA,2160695,azoxystrobine (Azoxystrobin) 250.0 g/L,Blé*Trt Part.Aer.*Helminthosporiose,Autorisé,1.0,L/ha,
AZAKA,2160695,azoxystrobine (Azoxystrobin) 250.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
AZAKA,2160695,azoxystrobine (Azoxystrobin) 250.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
HELICOVEX,2140094,nucléopolyhédrovirus de Helicoverpa armigera (Helicoverpa armigera nucleopolyhedrovirus) 7500000000000 OB/L,Maïs doux*Trt Part.Aer.*Chenilles phytophages,Autorisé,0.2,L/ha,1.0
HELICOVEX,2140094,nucléopolyhédrovirus de Helicoverpa armigera (Helicoverpa armigera nucleopolyhedrovirus) 7500000000000 OB/L,Maïs*Trt Part.Aer.*Autres chenilles phytophages (1),Autorisé,0.2,L/ha,1.0
HELICOVEX,2140094,nucléopolyhédrovirus de Helicoverpa armigera (Helicoverpa armigera nucleopolyhedrovirus) 7500000000000 OB/L,Tournesol*Trt Part.Aer.*Chenilles phytophages,Autorisé,0.2,L/ha,1.0
PICOTOP,2120066,picolinafène (Picolinafen) 20.0 g/L | dichlorprop-P sels de potassium (Dichlorprop-P) 697.2 g/L,Orge*Désherbage,Autorisé,1.33,L/ha,
PICOTOP,2120066,picolinafène (Picolinafen) 20.0 g/L | dichlorprop-P sels de potassium (Dichlorprop-P) 697.2 g/L,Blé*Désherbage,Autorisé,1.33,L/ha,
MANIVEL 480,2140148,dicamba sel de diméthylamine (Dicamba) 656.7 g/L,Maïs*Désherbage,Autorisé,0.6,L/ha,
QUALY,2130243,cyprodinil (Cyprodinil) 300.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,2.0,L/ha,
QUALY,2130243,cyprodinil (Cyprodinil) 300.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,2.0,L/ha,
QUALY,2130243,cyprodinil (Cyprodinil) 300.0 g/L,Blé*Trt Part.Aer.*Piétin verse,Autorisé,2.5,L/ha,
BELURE-T,2150215,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Orge*Désherbage,Autorisé,0.03,kg/ha,
BELURE-T,2150215,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Orge*Désherbage,Autorisé,0.02,kg/ha,
BELURE-T,2150215,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Orge*Désherbage,Autorisé,0.03,kg/ha,
BELURE-T,2150215,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Blé*Désherbage,Autorisé,0.03,kg/ha,
BELURE-T,2150215,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Blé*Désherbage,Autorisé,0.02,kg/ha,
TARIKA,2150216,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Orge*Désherbage,Autorisé,0.03,kg/ha,
TARIKA,2150216,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Orge*Désherbage,Autorisé,0.02,kg/ha,
TARIKA,2150216,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Orge*Désherbage,Autorisé,0.03,kg/ha,
TARIKA,2150216,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Blé*Désherbage,Autorisé,0.03,kg/ha,
TARIKA,2150216,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Blé*Désherbage,Autorisé,0.02,kg/ha,
TRAILER,2159994,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Orge*Désherbage,Autorisé,0.03,kg/ha,
TRAILER,2159994,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Orge*Désherbage,Autorisé,0.02,kg/ha,
TRAILER,2159994,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Orge*Désherbage,Autorisé,0.03,kg/ha,
TRAILER,2159994,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Blé*Désherbage,Autorisé,0.03,kg/ha,
TRAILER,2159994,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Blé*Désherbage,Autorisé,0.02,kg/ha,
